Ecu Id:
#time,engine-rpm,coolant_temp,ambient_temp,intake_air_temp,fuel_temp,map_kpa,battery_voltage,throttle_pot_voltage,idle_switch,uk1,park_neutral_switch,fault_codes,idle_set_point,idle_hot,uk2,iac_position,idle_error,ignition_advance_offset,ignition_advance,coil_time,crancs,uk4,uk5,ignition_switch,throttle_angle,uk6,air_fuel_ratio,fault_code0,lambda_voltage_mv,lambda_sensor_frequency,lambda_sensor_dutycycle,lambda_sensor_status,closed_loop,long_term_fuel_trim,short_term_fuel_trim,carbon_canister_dutycycle,fault_code1,idle_base_pos,uk7,uk8,ignition_advance2,uk9,idle_error2,uk10,fault_code4,uk11,uk12,uk13,uk14,uk15,uk16,uk17,uk18,uk19
14:18:50,875,185,78,86,86,33,14,0.06,0,32,1,8,0,12,140,0,12,0,-18,2.56,16,0,14,64,10,145,146,67,162,12,61,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:51,865,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,28,0,-18.75,2.56,16,0,14,64,10,145,146,67,16,11,62,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:52,858,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,12,0,-18,2.56,16,0,14,64,10,145,146,67,13,11,62,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:53,876,185,78,86,86,30,14,0.06,0,32,1,8,0,12,140,0,8,0,-18,2.56,16,0,14,64,10,145,146,67,17,11,62,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:54,878,185,78,86,86,31,14,0.06,0,32,1,8,0,12,140,0,12,0,-18,2.608,16,0,14,64,10,145,146,67,78,8,47,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:55,864,185,78,86,86,33,14,0.06,0,32,1,8,0,12,140,0,48,0,-19.25,2.56,16,0,14,64,10,145,146,67,20,10,49,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:56,871,185,78,86,86,30,14,0.06,0,32,1,8,0,12,140,0,20,0,-18.75,2.56,16,0,14,64,10,145,146,67,30,10,43,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:57,868,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,12,0,-18,2.51,16,0,14,64,10,145,146,67,151,11,47,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:58,852,185,78,86,86,33,14,0.06,0,32,1,8,0,12,140,0,20,0,-18.75,2.51,16,0,14,64,10,145,146,67,27,10,55,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:59,880,185,78,86,86,30,14,0.06,0,32,1,8,0,12,140,0,28,0,-19,2.51,16,0,14,64,10,145,146,67,168,12,41,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:18:59,857,185,78,86,86,33,14,0.06,0,32,1,8,0,12,140,0,4,0,-18,2.56,16,0,14,64,10,145,146,67,17,11,46,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:00,871,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,28,0,-18.5,2.56,16,0,14,64,10,145,146,67,148,10,46,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:01,882,185,78,86,86,31,14,0.06,0,32,1,8,0,12,140,0,12,0,-18,2.608,16,0,14,64,10,145,146,67,162,10,46,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:02,851,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,24,0,-18,2.51,16,0,14,64,10,145,146,67,17,9,48,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:03,870,185,78,86,86,32,13.9,0.06,0,32,1,8,0,12,140,0,16,0,-18,2.56,16,0,14,64,10,145,146,67,155,9,56,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:04,895,185,78,86,86,31,13.9,0.06,0,32,1,8,0,12,140,0,24,0,-18,2.608,16,0,14,64,10,145,146,67,163,9,56,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:05,862,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,4,0,-17.75,2.56,16,0,14,64,10,145,146,67,20,8,64,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:06,865,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,24,0,-18,2.56,16,0,14,64,10,145,146,67,159,7,66,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:07,856,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,8,0,-18.25,2.608,16,0,14,64,10,145,146,67,17,7,62,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:08,877,185,78,86,86,31,14,0.06,0,32,1,8,0,12,140,0,8,0,-18,2.56,16,0,14,64,10,145,146,67,156,7,57,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:09,867,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,0,0,-17.25,2.56,16,0,14,64,10,145,146,67,15,7,57,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:10,867,185,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,8,0,-17.75,2.56,16,0,14,64,10,145,146,67,148,6,56,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:11,870,185,78,86,86,31,14,0.06,0,32,1,8,0,12,140,0,20,0,-18.75,2.51,16,0,14,64,10,145,146,67,164,7,49,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:12,879,185,78,86,86,31,14,0.06,0,32,1,8,0,12,140,0,12,0,-18,2.51,16,0,14,64,10,145,146,67,24,7,49,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:13,866,186,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,8,0,-18,2.56,16,0,14,64,10,145,146,67,20,7,45,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:14,873,188,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,8,0,-18,2.56,16,0,14,64,10,145,146,67,124,7,45,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:15,863,188,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,12,0,-18.25,2.51,16,0,14,64,10,145,146,67,132,8,53,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:16,865,188,78,86,86,33,14,0.06,0,32,1,8,0,12,140,0,32,0,-18.5,2.56,16,0,14,64,10,145,146,67,33,8,57,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:17,862,188,78,86,86,32,14,0.06,0,32,1,8,0,12,140,0,32,0,-18.75,2.56,16,0,14,64,10,145,146,67,155,7,52,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:18,868,188,78,86,86,31,14,0.06,0,32,1,8,0,10,140,0,4,0,-18,2.56,16,0,14,64,10,145,146,67,17,6,51,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:19,846,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,8,0,-17.75,2.608,16,0,14,64,10,145,146,67,13,6,51,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:20,862,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,0,0,-17.75,2.56,16,0,14,64,10,145,146,67,12,6,51,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:20,865,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,28,0,-17.75,2.51,16,0,14,64,10,145,146,67,165,6,48,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:21,869,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,28,0,-19,2.56,16,0,14,64,10,145,146,67,162,5,48,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:22,863,188,78,86,86,32,13.9,0.06,0,32,1,8,0,10,140,0,16,0,-18,2.51,16,0,14,64,10,145,146,67,52,5,50,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:23,880,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,20,0,-18.25,2.608,16,0,14,64,10,145,146,67,161,5,54,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:24,872,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,20,0,-18,2.51,16,0,14,64,10,145,146,67,12,6,56,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:25,855,188,78,86,86,31,14,0.06,0,32,1,8,0,10,140,0,24,0,-18.75,2.56,16,0,14,64,10,145,146,67,127,5,53,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:26,865,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,20,0,-18.5,2.51,16,0,14,64,10,145,146,67,109,6,46,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:27,850,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,16,0,-18,2.51,16,0,14,64,10,145,146,67,11,6,45,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:28,870,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,20,0,-18.25,2.608,16,0,14,64,10,145,146,67,162,6,43,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:29,864,188,78,86,86,31,14,0.06,0,32,1,8,0,10,140,0,0,0,-18,2.51,16,0,14,64,10,145,146,67,10,6,44,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:30,877,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,24,0,-17.25,2.56,16,0,14,64,10,145,146,67,16,6,42,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:31,855,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,4,0,-17.75,2.56,16,0,14,64,10,145,146,67,166,6,42,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:32,860,188,78,86,86,33,13.9,0.06,0,32,1,8,0,10,140,0,4,0,-17,2.56,16,0,14,64,10,145,146,67,18,6,46,1,1,129,107,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:33,866,188,78,86,86,32,13.9,0.06,0,32,1,8,0,10,140,0,4,0,-18,2.608,16,0,14,64,10,145,146,67,159,6,51,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:34,852,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,4,0,-17.75,2.56,16,0,14,64,10,145,146,67,14,6,54,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:35,870,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,24,0,-18.25,2.51,16,0,14,64,10,145,146,67,162,6,55,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:36,866,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,8,0,-17.75,2.51,16,0,14,64,10,145,146,67,13,5,55,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:37,854,188,78,86,86,31,14,0.06,0,32,1,8,0,10,140,0,24,0,-18.75,2.608,16,0,14,64,10,145,146,67,73,5,46,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:38,872,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,12,0,-18,2.51,16,0,14,64,10,145,146,67,108,7,43,1,1,129,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:39,863,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,16,0,-18.5,2.56,16,0,14,64,10,145,146,67,13,7,48,1,1,129,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:40,881,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,0,0,-17.75,2.608,16,0,14,64,10,145,146,67,17,7,52,1,1,130,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:41,852,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,12,0,-18.5,2.56,16,0,14,64,10,145,146,67,13,7,52,1,1,130,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:42,872,188,78,86,86,31,14,0.06,0,32,1,8,0,10,140,0,0,0,-17.75,2.51,16,0,14,64,10,145,146,67,17,6,45,1,1,130,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:43,860,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,12,0,-18,2.56,16,0,14,64,10,145,146,67,136,6,45,1,1,130,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:44,880,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,4,0,-17.75,2.51,16,0,14,64,10,145,146,67,15,7,43,1,1,130,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:45,865,188,78,86,86,31,14,0.06,0,32,1,8,0,10,140,0,24,0,-18.5,2.51,16,0,14,64,10,145,146,67,139,6,39,1,1,131,104,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:46,871,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,20,0,-18.75,2.608,16,0,14,64,10,145,146,67,146,6,45,1,1,131,104,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:47,880,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,12,0,-17,2.608,16,0,14,64,10,145,146,67,31,7,46,1,1,131,104,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:48,868,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,20,0,-18.75,2.51,16,0,14,64,10,145,146,67,28,7,42,1,1,131,104,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:49,868,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,16,0,-18.5,2.51,16,0,14,64,10,145,146,67,15,8,43,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:50,864,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,4,0,-18,2.56,16,0,14,64,10,145,146,67,16,8,35,1,1,131,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:51,865,188,78,86,86,31,14,0.06,0,32,1,8,0,10,140,0,16,0,-18.75,2.51,16,0,14,64,10,145,146,67,159,8,29,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:52,871,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,16,0,-18,2.56,16,0,14,64,10,145,146,67,163,8,36,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:53,875,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,4,0,-17.75,2.608,16,0,14,64,10,145,146,67,45,8,42,1,1,131,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:54,861,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,28,0,-18.75,2.56,16,0,14,64,10,145,146,67,162,7,42,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:55,858,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,16,0,-18.25,2.56,16,0,14,64,10,145,146,67,162,7,44,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:56,878,188,78,86,86,30,14,0.06,0,32,1,8,0,10,140,0,24,0,-18.75,2.51,16,0,14,64,10,145,146,67,147,7,44,1,1,131,104,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:57,843,188,78,86,86,31,14,0.06,0,32,1,8,0,10,140,0,12,0,-18,2.56,16,0,14,64,10,145,146,67,20,7,50,1,1,131,106,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:58,874,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,32,0,-18.75,2.51,16,0,14,64,10,145,146,67,24,6,45,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:19:59,863,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,20,0,-18.25,2.51,16,0,14,64,10,145,146,67,164,6,45,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:00,863,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,32,0,-18,2.56,16,0,14,64,10,145,146,67,159,6,45,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:01,858,188,78,86,86,31,14,0.06,0,32,1,8,0,10,140,0,16,0,-18,2.658,16,0,14,64,10,145,146,67,18,6,48,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:02,860,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,4,0,-18,2.51,16,0,14,64,10,145,146,67,13,7,54,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:03,889,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,20,0,-18.25,2.51,16,0,14,64,10,145,146,67,109,7,52,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:04,878,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,28,0,-17.75,2.56,16,0,14,64,10,145,146,67,103,7,50,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:05,864,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,0,0,-18,2.608,16,0,14,64,10,145,146,67,40,11,46,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:06,852,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,4,0,-17.75,2.51,16,0,14,64,10,145,146,67,83,12,55,1,1,131,104,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:07,860,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,16,0,-18.75,2.51,16,0,14,64,10,145,146,67,153,12,61,1,1,131,104,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:08,848,188,78,86,86,34,14,0.06,0,32,1,8,0,10,140,0,8,0,-17.25,2.56,16,0,14,64,10,145,146,67,12,11,66,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:09,876,188,78,86,86,33,14,0.06,0,32,1,8,0,10,140,0,8,0,-18,2.56,16,0,14,64,10,145,146,67,96,9,64,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:09,851,188,78,86,86,32,14,0.06,0,32,1,8,0,10,140,0,20,0,-18.75,2.56,16,0,14,64,10,145,146,67,18,9,60,1,1,131,105,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
14:20:10,862,188,78,87,86,30,14,0.06,0,32,1,8,0,10,140,0,16,0,-18.5,2.51,16,0,14,64,10,145,146,67,162,8,55,1,1,131,104,0,190,104,108,240,149,4,0,83,190,104,0,83,190,104,37,83,190,104
