date;time;80x01-02_engine-rpm;80x03_coolant_temp;80x04_ambient_temp;80x05_intake_air_temp;80x06_fuel_temp;80x07_map_kpa;80x08_battery_voltage;80x09_throttle_pot;80x0A_idle_switch;80x0B_aircon;80x0C_park_neutral_switch;80x0F_idle_set_point;80x10_idle_hot;80x12_iac_position;80x13-14_idle_error;80x15_ignition_advance_offset;80x16_ignition_advance;80x17-18_coil_time;80x19_crankshaft_position_sensor;coolant_sensor_fault;air_intake_sensor_fault;fuel_pump_circuit_fault;throttle_pot_fault;0x80_raw;7dx01_ignition_switch;7dx02_throttle_angle;7dx04_air_fuel_ratio;7dx06_lambda_voltage;7dx07_lambda_sensor_frequency;7dx08_lambda_sensor_dutycycle;7dx09_lambda_sensor_status;7dx0A_closed_loop;7dx0B_long_term_fuel_trim;7dx0C_short_term_fuel_trim;7dx0D_carbon_canister_dutycycle;7dx0F_idle_base_pos;7dx12_ignition_advance2;7dx13_idle_speed_offset;7dx1F_jack_count;0x7d_raw
10.12.2023 00:00;19:40:43;1019;66;14;13;30;34;14. Feb;0.06;0;true;true;0;43;105;128;0;12;Apr 48;16;false;false;false;false;801C03FB79454455228E030020082080002B8869000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:43;1030;66;14;13;30;35;14. Feb;0.06;0;true;true;0;43;105;128;0;12. Mai;Apr 48;16;false;false;false;false;801C040679454455238E030020082080002B88690008004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:45;1038;66;14;13;30;34;14. Feb;0.06;0;true;true;0;43;105;128;0;12. Mai;Apr 48;16;false;false;false;false;801C040E79454455228E030020082080002B88690004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:46;1028;66;14;13;30;35;14. Feb;0.06;0;true;true;0;43;105;128;0;11;Apr 48;16;false;false;false;false;801C040479454455238E030020082080002B88690010004608C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:48;1010;67;14;13;30;37;14. Feb;0.06;0;true;true;0;43;105;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03F27A454455258E030020082080002B88690010004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:48;1030;67;14;13;30;36;14. Feb;0.06;0;true;true;0;43;105;128;0;13. Mai;Apr 48;16;false;false;false;false;801C04067A454455248E030020082080002B88690004004B08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:50;1028;67;14;13;30;36;14. Feb;0.06;0;true;true;0;43;105;128;0;15;Apr 48;16;false;false;false;false;801C04047A454455248E030020082080002B88690010004E08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:40:52.020;1022;67;14;13;30;36;14. Feb;0.06;0;true;true;0;43;105;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03FE7A454455248E030020082080002B88690004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:53;1028;68;14;13;30;34;14. Feb;0.06;0;true;true;0;43;105;128;0;12;Apr 48;16;false;false;false;false;801C04047B454455228E030020082080002B8869000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:40:54.018;1022;68;14;13;30;35;14. Feb;0.06;0;true;true;0;43;105;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03FE7B454455238E030020082080002B88690008004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:55;1040;68;14;13;30;34;14. Feb;0.06;0;true;true;0;43;105;128;0;12. Mai;Apr 48;16;false;false;false;false;801C04107B454455228E030020082080002B88690000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:57;1023;68;14;13;30;36;14. Feb;0.06;0;true;true;0;43;105;128;0;14. Mai;Apr 48;16;false;false;false;false;801C03FF7B454455248E030020082080002B88690008004D08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:58;1014;68;14;13;30;36;14. Feb;0.06;0;true;true;0;43;105;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03F67B454455248E030020082080002B88690000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:40:59;1030;68;14;13;30;36;14. Feb;0.06;0;true;true;0;43;105;128;0;12. Mai;Apr 48;16;false;false;false;false;801C04067B454455248E030020082080002B88690004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:00;1017;68;14;13;30;35;14. Feb;0.06;0;true;true;0;43;105;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03F97B454455238E030020082080002B8869000C004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:02;1014;68;14;13;30;34;14. Feb;0.06;0;true;true;0;43;104;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03F67B454455228E030020082080002B88680000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:04.024;1025;68;14;13;30;36;14. Feb;0.06;0;true;true;0;43;104;128;0;12;Apr 48;16;false;false;false;false;801C04017B454455248E030020082080002B8868000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:04;1024;68;14;13;30;35;14. Feb;0.06;0;true;true;0;43;104;128;0;12. Mai;Apr 48;16;false;false;false;false;801C04007B454455238E030020082080002B88680000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:06.023;1003;68;14;13;30;35;14. Feb;0.06;0;true;true;0;43;104;128;0;12;Apr 48;16;false;false;false;false;801C03EB7B454455238E030020082080002B88680004004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:07;996;69;14;13;30;36;14. Feb;0.06;0;true;true;0;43;104;128;0;12;Apr 48;16;false;false;false;false;801C03E47C454455248E030020082080002B8868000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:09;994;69;14;13;30;35;14. Feb;0.06;0;true;true;0;43;104;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03E27C454455238E030020082080002B8868000C004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:09;1007;69;14;13;30;36;14. Feb;0.06;0;true;true;0;43;104;128;0;14;Apr 48;16;false;false;false;false;801C03EF7C454455248E030020082080002B88680004004C08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:11;1008;69;14;13;30;35;14. Feb;0.06;0;true;true;0;43;104;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03F07C454455238E030020082080002B88680004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:12;1004;69;14;13;30;35;14. Feb;0.06;0;true;true;0;43;104;128;0;11;Apr 48;16;false;false;false;false;801C03EC7C454455238E030020082080002B88680018004608C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:14;1015;70;14;13;30;35;14. Feb;0.06;0;true;true;0;43;104;128;0;10. Mai;Apr 48;16;false;false;false;false;801C03F77D454455238E030020082080002B8868001C004508C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:14;1006;70;14;13;30;36;14. Feb;0.06;0;true;true;0;43;104;128;0;11;Apr 48;16;false;false;false;false;801C03EE7D454455248E030020082080002B88680018004608C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:16;998;70;14;13;30;36;14. Feb;0.06;0;true;true;0;43;103;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03E67D454455248E030020082080002B88670000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:18.027;997;70;14;13;30;34;14. Feb;0.06;0;true;true;0;43;103;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03E57D454455228E030020082080002B88670004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:19;1003;70;14;13;30;35;14. Feb;0.06;0;true;true;0;43;103;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03EB7D454455238E030020082080002B88670004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:20.024;1019;70;14;13;30;34;14. Feb;0.06;0;true;true;0;43;103;128;0;12;Apr 48;16;false;false;false;false;801C03FB7D454455228E030020082080002B88670010004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:21;1019;71;14;13;30;36;14. Feb;0.06;0;true;true;0;43;103;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03FB7E454455248E030020082080002B88670004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:23;996;71;14;13;30;37;14. Feb;0.06;0;true;true;0;43;103;128;0;14;Apr 48;16;false;false;false;false;801C03E47E454455258E030020082080002B88670008004C08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:24;1003;71;14;13;30;34;14. Feb;0.06;0;true;true;0;43;103;128;0;14. Mai;Apr 48;16;false;false;false;false;801C03EB7E454455228E030020082080002B8867000C004D08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:25;1023;71;14;13;30;35;14. Feb;0.06;0;true;true;0;43;103;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03FF7E454455238E030020082080002B8867000C004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:26;1007;71;14;13;30;35;14. Feb;0.06;0;true;true;0;43;103;128;0;12;Apr 48;16;false;false;false;false;801C03EF7E454455238E030020082080002B8867000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:28;1000;71;14;13;30;34;14. Feb;0.06;0;true;true;0;43;103;128;0;12;Apr 48;16;false;false;false;false;801C03E87E454455228E030020082080002B8867000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:30.013;1003;72;14;13;30;34;14. Feb;0.06;0;true;true;0;43;103;128;0;12;Apr 48;16;false;false;false;false;801C03EB7F454455228E030020082080002B88670010004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:30;1022;72;14;13;30;36;14. Feb;0.06;0;true;true;0;43;103;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03FE7F454455248E030020082080002B88670004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:32.027;986;72;14;13;30;36;14. Feb;0.06;0;true;true;0;43;103;128;0;13. Mai;Apr 48;16;false;false;false;false;801C03DA7F454455248E030020082080002B88670004004B08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:33;1005;72;14;13;30;35;14. Feb;0.06;0;true;true;0;43;103;128;0;14;Apr 48;16;false;false;false;false;801C03ED7F454455238E030020082080002B88670008004C08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:35;1019;72;14;13;30;35;14. Feb;0.06;0;true;true;0;43;103;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03FB7F454455238E030020082080002B88670004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:35;1000;72;14;13;30;36;14. Feb;0.06;0;true;true;0;43;103;128;0;14;Apr 48;16;false;false;false;false;801C03E87F454455248E030020082080002B8867000C004C08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:37;990;73;14;13;30;35;14. Feb;0.06;0;true;true;0;43;102;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03DE80454455238E030020082080002B88660004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:38;992;73;14;13;30;36;14. Feb;0.06;0;true;true;0;43;102;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03E080454455248E030020082080002B8866000C004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:40;1003;73;14;13;30;35;14. Feb;0.06;0;true;true;0;43;102;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03EB80454455238E030020082080002B88660004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:40;980;73;14;13;30;34;14. Feb;0.06;0;true;true;0;43;102;128;0;10. Mai;Apr 48;16;false;false;false;false;801C03D480454455228E030020082080002B8866001C004508C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:42;994;73;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03E280454455228E030020082080002B88640008004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:44.013;958;73;14;13;30;35;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03BE80454455238E030020082080002B88640000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:45;983;73;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;15;Apr 48;16;false;false;false;false;801C03D780454455228E030020082080002B88640010004E08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:46.027;979;73;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03D380454455248E030020082080002B88640000004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:47;975;73;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03CF80454455248E030020082080002B8864000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:49;970;73;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;14. Mai;Apr 48;16;false;false;false;false;801C03CA80454455248E030020082080002B88640004004D08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:50;985;73;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03D980454455228E030020082080002B88640004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:51;984;73;14;13;30;35;14. Feb;0.06;0;true;true;0;43;100;128;0;14. Mai;Apr 48;16;false;false;false;false;801C03D880454455238E030020082080002B8864000C004D08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:52;981;74;14;13;30;35;14. Feb;0.06;0;true;true;0;43;100;128;0;11. Mai;Apr 48;16;false;false;false;false;801C03D581454455238E030020082080002B8864000C004708C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:54;975;74;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;11. Mai;Apr 48;16;false;false;false;false;801C03CF81454455248E030020082080002B88640014004708C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:56.015;979;74;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;15. Mai;Apr 48;16;false;false;false;false;801C03D381454455228E030020082080002B88640014004F08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:56;974;74;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;14;Apr 48;16;false;false;false;false;801C03CE81454455228E030020082080002B88640000004C08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:41:58.029;963;74;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03C381454455248E030020082080002B88640008004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:41:59;965;74;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;13. Mai;Apr 48;16;false;false;false;false;801C03C581454455248E030020082080002B88640000004B08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:01;983;75;14;13;30;35;14. Feb;0.06;0;true;true;0;43;100;128;0;14. Mai;Apr 48;16;false;false;false;false;801C03D782454455238E030020082080002B88640008004D08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:01;966;75;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;14. Mai;Apr 48;16;false;false;false;false;801C03C682454455228E030020082080002B8864000C004D08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:03;961;75;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;17;Apr 48;16;false;false;false;false;801C03C182454455248E030020082080002B88640014005208C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:04;975;75;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03CF82454455248E030020082080002B88640008004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:06;981;75;14;13;30;35;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03D582454455238E030020082080002B88640000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:06;963;75;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03C382454455248E030020082080002B88640004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:08;995;75;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;14;Apr 48;16;false;false;false;false;801C03E382454455228E030020082080002B88640014004C08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:42:10.016;992;76;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03E083454455228E030020082080002B88640000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:11;987;76;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03DB83454455248E030020082080002B88640010004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:42:12.013;954;76;14;13;30;37;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03BA83454455258E030020082080002B88640010004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:13;949;76;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;14;Apr 48;16;false;false;false;false;801C03B583454455248E030020082080002B8864000C004C08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:15;981;76;14;13;30;35;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03D583454455238E030020082080002B88640008004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:16;973;76;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03CD83454455248E030020082080002B8864000C004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:17;970;76;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03CA83454455248E030020082080002B88640004004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:18;977;76;14;13;30;35;14. Feb;0.06;0;true;true;0;43;100;128;0;13. Mai;Apr 48;16;false;false;false;false;801C03D183454455238E030020082080002B8864000C004B08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:20;971;77;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03CB84454455228E030020082080002B88640008004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:42:22.034;971;77;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03CB84454455228E030020082080002B88640010004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:22;930;77;14;13;30;38;14. Feb;0.06;0;true;true;0;43;100;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03A284454455268E030020082080002B8864000C004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:42:24.031;976;77;14;13;30;34;14. Feb;0.06;0;true;true;0;43;100;128;0;11;Apr 48;16;false;false;false;false;801C03D084454455228E030020082080002B88640018004608C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:25;957;77;14;13;30;36;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03BD84454455248E030020082080002B8864000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:27;962;77;14;13;30;37;14. Feb;0.06;0;true;true;0;43;100;128;0;11. Mai;Apr 48;16;false;false;false;false;801C03C284454455258E030020082080002B8864000C004708C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:27;959;77;14;13;30;37;14. Feb;0.06;0;true;true;0;43;100;128;0;11;Apr 48;16;false;false;false;false;801C03BF84454455258E030020082080002B8864001C004608C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:29;976;77;14;13;30;35;14. Feb;0.06;0;true;true;0;43;100;128;0;12;Apr 48;16;false;false;false;false;801C03D084454455238E030020082080002B88640018004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:30;969;78;14;13;30;35;14. Feb;0.06;0;true;true;0;43;100;128;0;13. Mai;Apr 48;16;false;false;false;false;801C03C985454455238E030020082080002B8864000C004B08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:32;934;78;14;13;30;35;14. Feb;0.06;0;true;true;0;43;98;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03A685454455238E030020082080002B88620004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:32;936;78;14;13;30;36;14. Feb;0.06;0;true;true;0;43;98;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03A885454455248E030020082080002B88620004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:34;933;78;14;13;30;36;14. Feb;0.06;0;true;true;0;43;98;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03A585454455248E030020082080002B88620004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:42:36.018;943;78;14;13;30;35;14. Feb;0.06;0;true;true;0;43;98;128;0;12;Apr 48;16;false;false;false;false;801C03AF85454455238E030020082080002B8862000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:37;934;78;14;13;30;36;14. Feb;0.06;0;true;true;0;43;98;128;0;11. Mai;Apr 48;16;false;false;false;false;801C03A685454455248E030020082080002B8862000C004708C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:42:38.015;933;78;14;13;30;35;14. Feb;0.06;0;true;true;0;43;98;128;0;10. Mai;Apr 48;16;false;false;false;false;801C03A585454455238E030020082080002B8862001C004508C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:39;926;78;14;13;30;35;14. Feb;0.06;0;true;true;0;43;98;128;0;12;Apr 48;16;false;false;false;false;801C039E85454455238E030020082080002B8862000C004808C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:41;945;78;14;13;30;34;14. Feb;0.06;0;true;true;0;43;98;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03B185454455228E030020082080002B88620000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:42;929;78;14;13;30;36;14. Feb;0.06;0;true;true;0;43;98;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03A185454455248E030020082080002B88620008004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:43;922;78;14;13;30;37;14. Feb;0.06;0;true;true;0;43;98;128;0;12. Mai;Apr 48;16;false;false;false;false;801C039A85454455258E030020082080002B88620004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:44;909;78;14;13;30;35;14. Feb;0.06;0;true;true;0;43;98;128;0;12. Mai;Apr 48;16;false;false;false;false;801C038D85454455238E030020082080002B88620004004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:46;933;77;14;13;30;35;14. Feb;0.06;0;true;true;0;43;97;128;0;15. Mai;Apr 48;16;false;false;false;false;801C03A584454455238E030020082080002B88610014004F08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:42:48.022;953;77;14;13;30;35;14. Feb;0.06;0;true;true;0;43;97;128;0;13. Mai;Apr 48;16;false;false;false;false;801C03B984454455238E030020082080002B88610004004B08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:48;943;77;14;13;30;36;14. Feb;0.06;0;true;true;0;43;97;128;0;16. Mai;Apr 48;16;false;false;false;false;801C03AF84454455248E030020082080002B88610008005108C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023;19:42:50.019;935;76;14;13;30;36;14. Feb;0.06;0;true;true;0;43;97;128;0;12. Mai;Apr 48;16;false;false;false;false;801C03A783454455248E030020082080002B88610000004908C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
10.12.2023 00:00;19:42:51;965;76;14;13;30;33;14. Feb;0.06;0;true;true;0;43;98;128;0;15. Mai;Apr 48;16;false;false;false;false;801C03C583454455218E030020082080002B8862000C004F08C11033B9;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;
